Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;CARCASSONNE;87615286;LYON PART DIEU;87723197;2;Tarif Avantage;14.3;65.0
TGV INOUI;MASSY TGV;87393702;TGV HAUTE PICARDIE;87313882;1;Tarif Réglementé;52.5;52.5
TGV INOUI;NIMES;87775007;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Normal;31.0;207.0
TGV INOUI;LILLE FLANDRES;87286005;PARIS NORD;87271007;2;Tarif Réglementé;48.1;68.9
TGV INOUI;GUINGAMP;87473207;LANDRY;87741777;1;Tarif Normal;37.0;242.0
TGV INOUI;CARCASSONNE;87615286;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Avantage;14.3;65.0
TGV INOUI;ST PERAY;87761494;SETE;87773200;1;Tarif Avantage;11.9;53.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;RENNES;87471003;1;Tarif Réglementé;208.7;208.7
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;TGV HAUTE PICARDIE;87313882;2;Tarif Réglementé;53.5;68.9
TGV INOUI;LORIENT;87476002;SALLANCHES-COMBLOUX-MEGEVE;87746438;1;Tarif Normal;37.0;242.0
TGV INOUI;COLMAR;87182014;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Avantage;14.3;65.0
TGV INOUI;SURGERES;87485227;CHATELLERAULT;87575142;1;Tarif Normal;15.0;53.0
TGV INOUI;PERPIGNAN;87784009;ARRAS;87342014;1;Tarif Réglementé;208.7;208.7
TGV INOUI;LYON PERRACHE;87722025;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Réglementé;54.5;68.9
TGV INOUI;LORIENT;87476002;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Normal;37.0;242.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;FUTUROSCOPE;87324095;2;Tarif Avantage;14.3;65.0
TGV INOUI;BOURG ST MAURICE;87741793;AIX LES BAINS - LE REVARD;87741132;1;Tarif Normal;16.0;53.0
TGV INOUI;PERPIGNAN;87784009;TGV HAUTE PICARDIE;87313882;1;Tarif Réglementé;208.7;208.7
TGV INOUI;LYON PERRACHE;87722025;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Réglementé;54.5;68.9
TGV INOUI;MODANE;87742007;REDON;87471300;1;Tarif Normal;37.0;242.0
TGV INOUI;PARIS AUSTERLITZ;87547000;FUTUROSCOPE;87324095;2;Tarif Avantage;14.3;65.0
TGV INOUI;LORRAINE TGV;87142109;SAVERNE;87212225;1;Tarif Normal;16.0;53.0
TGV INOUI;STRASBOURG;87212027;POITIERS;87575001;1;Tarif Réglementé;208.7;208.7
TGV INOUI;MULHOUSE VILLE;87182063;CHALON SUR SAONE;87725002;2;Tarif Réglementé;55.5;68.9
TGV INOUI;MODANE;87742007;ST BRIEUC;87473009;1;Tarif Normal;37.0;242.0
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;15.0;65.0
TGV INOUI;BESANCON - F COMTE TGV;87300863;CHALON SUR SAONE;87725002;1;Tarif Normal;17.0;53.0
TGV INOUI;SAVERNE;87212225;ST PIERRE DES CORPS;87571240;1;Tarif Normal;31.0;209.0
TGV INOUI;LE MANS;87396002;LANDERNEAU;87474239;2;Tarif Réglementé;61.7;68.9
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;VANNES;87476606;1;Tarif Normal;37.0;242.0
TGV INOUI;AIME LA PLAGNE;87741769;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Avantage;17.5;65.0
TGV INOUI;FUTUROSCOPE;87324095;LIBOURNE;87584052;1;Tarif Réglementé;53.5;53.5
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;31.0;209.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;REMIREMONT;87144451;2;Tarif Réglementé;64.1;68.9
TGV INOUI;REDON;87471300;ST MICHEL VALLOIRE;87742361;1;Tarif Normal;37.0;242.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;ST PIERRE DES CORPS;87571240;2;Tarif Avantage;17.5;65.0
TGV INOUI;LE MANS;87396002;SAVENAY;87481838;1;Tarif Réglementé;53.5;53.5
TGV INOUI;STRASBOURG;87212027;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Normal;31.0;209.0
TGV INOUI;ARLES;87753657;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;15.0;69.0
TGV INOUI;SALLANCHES-COMBLOUX-MEGEVE;87746438;AURAY;87476200;1;Tarif Normal;37.0;242.0
TGV INOUI;LE MANS;87396002;CHAMPAGNE-ARDENNE;87171926;2;Tarif Avantage;17.5;65.0
TGV INOUI;LYON PERRACHE;87722025;MONTBELIARD VILLE;87184523;1;Tarif Réglementé;53.5;53.5
TGV INOUI;HYERES;87755629;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Réglementé;209.7;209.7
TGV INOUI;CULMONT CHALINDREY;87142125;SETE;87773200;2;Tarif Avantage;17.5;69.0
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;AURAY;87476200;1;Tarif Normal;37.0;242.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;NEUFCHATEAU;87141291;2;Tarif Avantage;17.5;65.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;LYON PART DIEU;87723197;1;Tarif Réglementé;53.5;53.5
TGV INOUI;HYERES;87755629;MASSY PALAISEAU;87393579;1;Tarif Réglementé;209.7;209.7
TGV INOUI;EPINAL;87144006;PARIS EST;87113001;2;Tarif Avantage;17.5;69.0
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;LORIENT;87476002;1;Tarif Normal;37.0;242.0
TGV INOUI;NEUFCHATEAU;87141291;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Avantage;17.5;65.0
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;VENDOME VILLIERS SUR LOIR;87571216;1;Tarif Réglementé;53.5;53.5
TGV INOUI;PARIS GARE DE LYON;87686006;ANTIBES;87757674;1;Tarif Réglementé;209.8;209.8
TGV INOUI;LE MANS;87396002;DOUAI;87345009;2;Tarif Avantage;17.5;69.0
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;REDON;87471300;1;Tarif Normal;37.0;242.0
TGV INOUI;PARIS GARE DE LYON;87686006;MONTBELIARD VILLE;87184523;2;Tarif Avantage;17.5;65.0
TGV INOUI;BAYEUX;87444067;MASSY PALAISEAU;87393579;1;Tarif Avantage;11.9;54.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;26.5;210.0
TGV INOUI;BORDEAUX ST JEAN;87581009;ST PIERRE DES CORPS;87571240;2;Tarif Normal;20.5;69.0
TGV INOUI;ST BRIEUC;87473009;ALBERTVILLE;87741645;1;Tarif Normal;37.0;242.0
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Avantage;17.5;65.0
TGV INOUI;CAEN;87444000;MANTES LA JOLIE;87381509;1;Tarif Avantage;11.9;54.0
TGV INOUI;MULHOUSE VILLE;87182063;AIX EN PROVENCE TGV;87319012;1;Tarif Normal;26.5;210.0
TGV INOUI;ANGOULEME;87583005;TOULOUSE MATABIAU;87611004;2;Tarif Normal;22.5;69.0
TGV INOUI;ST BRIEUC;87473009;ST MICHEL VALLOIRE;87742361;1;Tarif Normal;37.0;242.0
TGV INOUI;TOURS;87571000;BORDEAUX ST JEAN;87581009;2;Tarif Normal;20.5;65.0
TGV INOUI;CAEN;87444000;MANTES LA JOLIE TGV;87514596;1;Tarif Avantage;11.9;54.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;PARIS NORD;87271007;1;Tarif Normal;31.0;210.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MIRAMAS;87753004;2;Tarif Normal;25.5;69.0
TGV INOUI;VANNES;87476606;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Normal;37.0;242.0
TGV INOUI;AVIGNON CENTRE;87765008;CULMONT CHALINDREY;87142125;2;Tarif Avantage;24.5;65.0
TGV INOUI;CAEN;87444000;MARNE LA VALLEE CHESSY;87111849;1;Tarif Avantage;11.9;54.0
TGV INOUI;AVIGNON TGV;87318964;VERSAILLES CHANTIERS;87393009;1;Tarif Normal;31.0;210.0
TGV INOUI;ORTHEZ;87672253;FUTUROSCOPE;87324095;2;Tarif Normal;25.5;69.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;ROUEN RIVE DROITE;87411017;1;Tarif Normal;31.0;243.0
TGV INOUI;DAX;87673202;POITIERS;87575001;2;Tarif Normal;25.5;65.0
TGV INOUI;DUNKERQUE;87281006;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;15.0;54.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;210.0
TGV INOUI;DUNKERQUE;87281006;PARIS NORD;87271007;2;Tarif Réglementé;50.1;69.9
TGV INOUI;ANNEMASSE;87745497;QUIMPER;87474098;1;Tarif Normal;36.0;244.0
TGV INOUI;LIMOGES BENEDICTINS;87592006;JUVISY;87545244;2;Tarif Normal;25.5;65.0
TGV INOUI;NANTES;87481002;QUIMPER;87474098;1;Tarif Avantage;15.5;54.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;PARIS NORD;87271007;1;Tarif Normal;31.0;210.0
TGV INOUI;AVIGNON TGV;87318964;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Réglementé;61.7;69.9
TGV INOUI;ARRAS;87342014;LES ARCS DRAGUIGNAN;87755447;1;Tarif Normal;36.0;244.0
TGV INOUI;LIMOGES BENEDICTINS;87592006;JUVISY TGV;87496695;2;Tarif Normal;25.5;65.0
TGV INOUI;BORDEAUX ST JEAN;87581009;ORTHEZ;87672253;1;Tarif Réglementé;54.5;54.5
TGV INOUI;MARSEILLE ST CHARLES;87751008;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;210.0
TGV INOUI;PARIS AUSTERLITZ;87547000;RENNES;87471003;2;Tarif Avantage;14.3;70.0
TGV INOUI;ARRAS;87342014;TOULON;87755009;1;Tarif Normal;36.0;244.0
TGV INOUI;MACON LOCHE TGV;87725705;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Avantage;14.3;66.0
TGV INOUI;MONTAUBAN VILLE BOURBON;87611244;NARBONNE;87781104;1;Tarif Réglementé;54.5;54.5
TGV INOUI;MASSY TGV;87393702;MARSEILLE BLANCARDE;87751081;1;Tarif Normal;31.0;210.0
TGV INOUI;RUFFEC CHARENTE;87583849;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Avantage;14.3;70.0
TGV INOUI;CANNES;87757625;LILLE EUROPE;87223263;1;Tarif Normal;36.0;244.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;POITIERS;87575001;2;Tarif Avantage;14.3;66.0
TGV INOUI;VENDOME;87574558;POITIERS;87575001;1;Tarif Réglementé;54.5;54.5
TGV INOUI;NANCY;87141002;MARSEILLE ST CHARLES;87751008;1;Tarif Normal;31.0;210.0
TGV INOUI;METZ VILLE;87192039;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;15.5;70.0
TGV INOUI;NICE VILLE;87756056;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;36.0;244.0
TGV INOUI;PARIS NORD;87271007;THIONVILLE;87191007;2;Tarif Avantage;14.3;66.0
TGV INOUI;AVIGNON TGV;87318964;TOULON;87755009;1;Tarif Avantage;11.9;55.0
TGV INOUI;NANCY;87141002;TOULON;87755009;1;Tarif Normal;31.0;210.0
TGV INOUI;ANTIBES;87757674;BELLEGARDE GARE;87745000;2;Tarif Avantage;17.5;70.0
TGV INOUI;PARIS GARE DE LYON;87686006;THONON LES BAINS;87745646;1;Tarif Normal;31.0;245.0
TGV INOUI;LILLE FLANDRES;87286005;JUVISY TGV;87496695;2;Tarif Normal;15.0;66.0
TGV INOUI;NEUFCHATEAU;87141291;BEAUNE;87713545;1;Tarif Avantage;11.9;55.0
TGV INOUI;PARIS AUSTERLITZ;87547000;ARCACHON;87582668;1;Tarif Normal;31.0;210.0
TGV INOUI;LAROCHE MIGENNES;87683268;MARSEILLE ST CHARLES;87751008;2;Tarif Avantage;17.5;70.0
TGV INOUI;LILLE EUROPE;87223263;NIMES PONT DU GARD;87703975;1;Tarif Normal;36.0;246.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;AIX LES BAINS - LE REVARD;87741132;2;Tarif Avantage;17.5;66.0
TGV INOUI;NEUFCHATEAU;87141291;CHALON SUR SAONE;87725002;1;Tarif Avantage;11.9;55.0
TGV INOUI;BREST;87474007;CHAMBERY CHALLES LES EAUX;87741009;1;Tarif Réglementé;210.9;210.9
TGV INOUI;LYON PART DIEU;87723197;CHATELLERAULT;87575142;2;Tarif Avantage;17.5;70.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;31.0;247.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Avantage;17.5;66.0
TGV INOUI;AGEN;87586008;BORDEAUX ST JEAN;87581009;1;Tarif Normal;14.3;55.0
TGV INOUI;BREST;87474007;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Réglementé;210.9;210.9
TGV INOUI;LYON PERRACHE;87722025;TOULOUSE MATABIAU;87611004;2;Tarif Avantage;17.5;70.0
TGV INOUI;PARIS GARE DE LYON;87686006;HYERES;87755629;1;Tarif Normal;31.0;247.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;AIX LES BAINS - LE REVARD;87741132;2;Tarif Avantage;17.5;66.0
TGV INOUI;AVIGNON CENTRE;87765008;VALENCE VILLE;87761007;1;Tarif Normal;14.3;55.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;MORLAIX;87474338;1;Tarif Réglementé;210.9;210.9
TGV INOUI;MULHOUSE VILLE;87182063;ALBERTVILLE;87741645;2;Tarif Avantage;17.5;70.0
TGV INOUI;CLUSES  74;87746370;PARIS NORD;87271007;1;Tarif Normal;31.0;248.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Normal;20.5;66.0
TGV INOUI;BORDEAUX ST JEAN;87581009;MORCENX;87673103;1;Tarif Normal;14.3;55.0
TGV INOUI;CLUSES  74;87746370;MORLAIX;87474338;1;Tarif Réglementé;210.9;210.9
TGV INOUI;PARIS NORD;87271007;SAVERNE;87212225;2;Tarif Avantage;17.5;70.0
TGV INOUI;QUIMPER;87474098;LORRAINE TGV;87142109;1;Tarif Normal;31.0;249.0
TGV INOUI;GRENOBLE;87747006;MARSEILLE BLANCARDE;87751081;2;Tarif Réglementé;52.5;66.8
TGV INOUI;LYON PART DIEU;87723197;AIX LES BAINS - LE REVARD;87741132;1;Tarif Normal;14.3;55.0
TGV INOUI;MODANE;87742007;QUIMPER;87474098;1;Tarif Réglementé;210.9;210.9
TGV INOUI;SAUMUR;87487603;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Avantage;17.5;70.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;ANTIBES;87757674;1;Tarif Normal;31.0;250.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Avantage;14.3;67.0
TGV INOUI;LYON PERRACHE;87722025;AIX LES BAINS - LE REVARD;87741132;1;Tarif Normal;14.3;55.0
TGV INOUI;MORLAIX;87474338;AIME LA PLAGNE;87741769;1;Tarif Réglementé;210.9;210.9
TGV INOUI;FUTUROSCOPE;87324095;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;25.5;70.0
TGV INOUI;CANNES;87757625;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;31.0;250.0
TGV INOUI;COLMAR;87182014;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Avantage;14.3;67.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;AIX LES BAINS - LE REVARD;87741132;1;Tarif Normal;14.3;55.0
TGV INOUI;MORLAIX;87474338;ST MICHEL VALLOIRE;87742361;1;Tarif Réglementé;210.9;210.9
TGV INOUI;AVIGNON CENTRE;87765008;AIX LES BAINS - LE REVARD;87741132;2;Tarif Normal;30.0;70.0
TGV INOUI;NICE VILLE;87756056;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;31.0;250.0
TGV INOUI;LE CREUSOT - MONTCEAU TGV;87694109;PONT-DE-RUNGIS-AEROPORT-D'ORLY;87546192;2;Tarif Avantage;14.3;67.0
TGV INOUI;BOURG ST MAURICE;87741793;BOURG EN BRESSE;87743005;1;Tarif Normal;16.0;55.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;QUIMPER;87474098;1;Tarif Réglementé;210.9;210.9
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ST PIERRE DES CORPS;87571240;2;Tarif Réglementé;50.1;70.9
TGV INOUI;PERPIGNAN;87784009;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;31.0;250.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;SELESTAT;87214056;2;Tarif Avantage;14.3;67.0
TGV INOUI;AGEN;87586008;CARCASSONNE;87615286;1;Tarif Réglementé;55.5;55.5
TGV INOUI;AGEN;87586008;MASSY TGV;87393702;1;Tarif Normal;31.0;211.0
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;ST PIERRE DES CORPS;87571240;2;Tarif Réglementé;50.1;70.9
TGV INOUI;LANDRY;87741777;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;251.0
TGV INOUI;MACON LOCHE TGV;87725705;MARNE LA VALLEE CHESSY;87111849;2;Tarif Avantage;14.3;67.0
TGV INOUI;CHALONS EN CHAMPAGNE;87174003;THIONVILLE;87191007;1;Tarif Réglementé;55.5;55.5
TGV INOUI;BIARRITZ;87673400;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Normal;31.0;211.0
TGV INOUI;TOURS;87571000;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Réglementé;50.1;70.9
TGV INOUI;PARIS GARE DE LYON;87686006;AIME LA PLAGNE;87741769;1;Tarif Normal;31.0;251.0
TGV INOUI;MACON LOCHE TGV;87725705;MARSEILLE ST CHARLES;87751008;2;Tarif Avantage;14.3;67.0
TGV INOUI;MIRAMAS;87753004;VALENCE VILLE;87761007;1;Tarif Réglementé;55.5;55.5
TGV INOUI;DAX;87673202;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Normal;31.0;211.0
TGV INOUI;CHATEAUROUX;87597005;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Réglementé;56.5;70.9
TGV INOUI;PARIS GARE DE LYON;87686006;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Normal;31.0;251.0
TGV INOUI;MACON VILLE;87725689;MARSEILLE BLANCARDE;87751081;2;Tarif Avantage;14.3;67.0
TGV INOUI;RIVES;87747246;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Normal;11.2;56.0
TGV INOUI;MASSY TGV;87393702;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;31.0;211.0
TGV INOUI;LYON PART DIEU;87723197;MARSEILLE BLANCARDE;87751081;2;Tarif Réglementé;56.6;70.9
TGV INOUI;HYERES;87755629;MASSY PALAISEAU;87393579;1;Tarif Normal;31.0;253.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;BOURG EN BRESSE;87743005;2;Tarif Avantage;14.3;67.0
TGV INOUI;BEZIERS;87781005;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Avantage;11.9;56.0
TGV INOUI;MASSY TGV;87393702;ORTHEZ;87672253;1;Tarif Normal;31.0;211.0
TGV INOUI;LYON PERRACHE;87722025;MARSEILLE BLANCARDE;87751081;2;Tarif Réglementé;56.6;70.9
TGV INOUI;VERSAILLES CHANTIERS;87393009;TOULON;87755009;1;Tarif Normal;31.0;253.0
TGV INOUI;MASSY PALAISEAU;87393579;BOURG EN BRESSE;87743005;2;Tarif Avantage;14.3;67.0
TGV INOUI;AVIGNON TGV;87318964;NARBONNE;87781104;1;Tarif Avantage;15.5;56.0
TGV INOUI;MIRAMAS;87753004;VERSAILLES CHANTIERS;87393009;1;Tarif Normal;31.0;211.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MARSEILLE BLANCARDE;87751081;2;Tarif Réglementé;56.6;70.9
TGV INOUI;CLUSES  74;87746370;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;257.0
TGV INOUI;PARIS NORD;87271007;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Avantage;14.3;67.0
TGV INOUI;RUFFEC CHARENTE;87583849;ST PIERRE DES CORPS;87571240;1;Tarif Normal;16.0;56.0
TGV INOUI;ORTHEZ;87672253;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Normal;31.0;211.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;TOURCOING;87286542;2;Tarif Réglementé;56.7;70.9
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;TOULON;87755009;1;Tarif Normal;31.0;258.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;ANNECY;87746008;2;Tarif Avantage;17.5;67.0
TGV INOUI;ANGERS ST LAUD;87484006;VANNES;87476606;1;Tarif Réglementé;56.5;56.5
TGV INOUI;PARIS AUSTERLITZ;87547000;BAYONNE;87673004;1;Tarif Normal;31.0;211.0
TGV INOUI;AVIGNON TGV;87318964;AIX LES BAINS - LE REVARD;87741132;2;Tarif Réglementé;61.7;70.9
TGV INOUI;ARRAS;87342014;NARBONNE;87781104;1;Tarif Normal;36.0;262.0
TGV INOUI;LE MANS;87396002;TGV HAUTE PICARDIE;87313882;2;Tarif Avantage;17.5;67.0
TGV INOUI;LYON PART DIEU;87723197;ALBERTVILLE;87741645;1;Tarif Réglementé;56.5;56.5
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;BAYONNE;87673004;1;Tarif Normal;31.0;211.0
TGV INOUI;AVIGNON CENTRE;87765008;MACON LOCHE TGV;87725705;2;Tarif Normal;15.0;71.0
TGV INOUI;BEZIERS;87781005;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;36.0;262.0
TGV INOUI;MACON LOCHE TGV;87725705;TOULON;87755009;2;Tarif Avantage;17.5;67.0
TGV INOUI;MACON LOCHE TGV;87725705;THONON LES BAINS;87745646;1;Tarif Réglementé;56.5;56.5
TGV INOUI;PAU;87672006;PARIS AUSTERLITZ;87547000;1;Tarif Normal;31.0;211.0
TGV INOUI;HAZEBROUCK;87286302;PARIS NORD;87271007;2;Tarif Normal;15.0;71.0
TGV INOUI;LILLE FLANDRES;87286005;AGDE;87781278;1;Tarif Normal;36.0;262.0
TGV INOUI;MASSY TGV;87393702;SAVENAY;87481838;2;Tarif Avantage;17.5;67.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;MENTON;87756486;1;Tarif Réglementé;56.5;56.5
TGV INOUI;AGEN;87586008;ARRAS;87342014;1;Tarif Normal;36.0;211.0
TGV INOUI;CANNES;87757625;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Avantage;17.5;71.0
TGV INOUI;LILLE FLANDRES;87286005;NARBONNE;87781104;1;Tarif Normal;36.0;262.0
TGV INOUI;DIJON VILLE;87713040;STRASBOURG;87212027;2;Tarif Normal;20.5;67.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;ANTIBES;87757674;1;Tarif Réglementé;56.5;56.5
TGV INOUI;BIARRITZ;87673400;LILLE EUROPE;87223263;1;Tarif Normal;36.0;211.0
TGV INOUI;LYON PART DIEU;87723197;ANTIBES;87757674;2;Tarif Avantage;17.5;71.0
TGV INOUI;LILLE FLANDRES;87286005;SETE;87773200;1;Tarif Normal;36.0;262.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;TOUL;87141044;2;Tarif Normal;20.5;67.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;MENTON;87756486;1;Tarif Réglementé;56.5;56.5
TGV INOUI;LILLE FLANDRES;87286005;BAYONNE;87673004;1;Tarif Normal;36.0;211.0
TGV INOUI;LYON PART DIEU;87723197;NICE VILLE;87756056;2;Tarif Avantage;17.5;71.0
TGV INOUI;PERPIGNAN;87784009;ARRAS;87342014;1;Tarif Normal;36.0;262.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;VIERZON VILLE;87576009;2;Tarif Normal;20.5;67.0
TGV INOUI;PERPIGNAN;87784009;TOULOUSE MATABIAU;87611004;1;Tarif Réglementé;56.5;56.5
TGV INOUI;LILLE FLANDRES;87286005;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;36.0;211.0
TGV INOUI;LYON PART DIEU;87723197;ST RAPHAEL VALESCURE;87757526;2;Tarif Avantage;17.5;71.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;NARBONNE;87781104;1;Tarif Normal;36.0;262.0
TGV INOUI;AVIGNON CENTRE;87765008;ECOLE VALENTIN;87710731;2;Tarif Avantage;25.5;67.0
TGV INOUI;LE TEIL;87764472;TOULON;87755009;1;Tarif Avantage;11.9;57.0
TGV INOUI;LORIENT;87476002;LORRAINE TGV;87142109;1;Tarif Réglementé;211.3;211.3
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;NICE VILLE;87756056;2;Tarif Avantage;17.5;71.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;SETE;87773200;1;Tarif Normal;36.0;262.0
TGV INOUI;AVIGNON CENTRE;87765008;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Normal;25.5;67.0
TGV INOUI;PARIS EST;87113001;CHALONS EN CHAMPAGNE;87174003;1;Tarif Avantage;11.9;57.0
TGV INOUI;NICE VILLE;87756056;TOUL;87141044;1;Tarif Normal;31.0;213.0
TGV INOUI;GRENOBLE;87747006;MARSEILLE BLANCARDE;87751081;2;Tarif Normal;20.0;71.0
TGV INOUI;BREST;87474007;CLUSES  74;87746370;1;Tarif Normal;37.0;262.0
TGV INOUI;POITIERS;87575001;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Réglementé;67.9;67.9
TGV INOUI;CARCASSONNE;87615286;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;15.0;57.0
TGV INOUI;BREST;87474007;LYON PERRACHE;87722025;1;Tarif Normal;36.0;213.0
TGV INOUI;GRENOBLE;87747006;MARSEILLE ST CHARLES;87751008;2;Tarif Normal;20.0;71.0
TGV INOUI;BREST;87474007;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Normal;37.0;262.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;FRASNE;87715136;2;Tarif Avantage;14.3;68.0
TGV INOUI;LE HAVRE;87413013;MANTES LA JOLIE;87381509;1;Tarif Avantage;15.5;57.0
TGV INOUI;BORDEAUX ST JEAN;87581009;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Avantage;25.0;215.0
TGV INOUI;AVIGNON TGV;87318964;ANTIBES;87757674;2;Tarif Normal;20.5;71.0
TGV INOUI;BREST;87474007;ST MICHEL VALLOIRE;87742361;1;Tarif Normal;37.0;262.0
TGV INOUI;BESANCON VIOTTE;87718007;MANTES LA JOLIE TGV;87514596;2;Tarif Avantage;14.3;68.0
