Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;LILLE FLANDRES;87286005;ST RAPHAEL VALESCURE;87757526;1;Tarif Réglementé;201.5;201.5
TGV INOUI;METZ VILLE;87192039;BESANCON - F COMTE TGV;87300863;2;Tarif Réglementé;58.8;65.8
TGV INOUI;BEZIERS;87781005;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;228.0
TGV INOUI;COLMAR;87182014;LONS LE SAUNIER;87718239;2;Tarif Réglementé;49.3;61.7
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;RENNES;87471003;1;Tarif Elève - Etudiant - Apprenti;48.0;48.0
TGV INOUI;NICE VILLE;87756056;TGV HAUTE PICARDIE;87313882;1;Tarif Réglementé;201.5;201.5
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;FUTUROSCOPE;87324095;2;Tarif Avantage;14.3;66.0
TGV INOUI;LE MANS;87396002;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Normal;31.0;228.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MIRAMAS;87753004;2;Tarif Réglementé;50.1;61.7
TGV INOUI;NANTES;87481002;NIMES PONT DU GARD;87703975;1;Tarif Elève - Etudiant - Apprenti;48.0;48.0
TGV INOUI;AVIGNON TGV;87318964;VENDOME VILLIERS SUR LOIR;87571216;1;Tarif Normal;31.0;202.0
TGV INOUI;MACON LOCHE TGV;87725705;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Avantage;14.3;66.0
TGV INOUI;LE MANS;87396002;NIMES;87775007;1;Tarif Normal;31.0;228.0
TGV INOUI;TOURS;87571000;BORDEAUX ST JEAN;87581009;2;Tarif Réglementé;54.5;61.7
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;VANNES;87476606;1;Tarif Elève - Etudiant - Apprenti;48.0;48.0
TGV INOUI;GRENOBLE;87747006;ST NAZAIRE;87481705;1;Tarif Normal;31.0;202.0
TGV INOUI;PARIS EST;87113001;THIONVILLE;87191007;2;Tarif Avantage;14.3;66.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;ST PIERRE DES CORPS;87571240;1;Tarif Normal;31.0;228.0
TGV INOUI;AGEN;87586008;FUTUROSCOPE;87324095;2;Tarif Réglementé;61.7;61.7
TGV INOUI;AGEN;87586008;LIBOURNE;87584052;1;Tarif Réglementé;48.3;48.3
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;31.0;202.0
TGV INOUI;JUVISY TGV;87496695;LILLE EUROPE;87223263;2;Tarif Normal;15.0;66.0
TGV INOUI;NICE VILLE;87756056;SELESTAT;87214056;1;Tarif Normal;31.0;228.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;BELLEGARDE GARE;87745000;2;Tarif Avantage;14.3;62.0
TGV INOUI;ANGERS ST LAUD;87484006;LES SABLES D'OLONNE;87486449;1;Tarif Réglementé;48.3;48.3
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;NIMES;87775007;1;Tarif Normal;31.0;202.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;MARSEILLE BLANCARDE;87751081;2;Tarif Avantage;17.5;66.0
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;AGDE;87781278;1;Tarif Normal;31.0;228.0
TGV INOUI;LORRAINE TGV;87142109;PARIS EST;87113001;2;Tarif Avantage;14.3;62.0
TGV INOUI;LAVAL;87478404;REDON;87471300;1;Tarif Réglementé;48.3;48.3
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;ST RAPHAEL VALESCURE;87757526;1;Tarif Réglementé;202.7;202.7
TGV INOUI;MARSEILLE BLANCARDE;87751081;AIX LES BAINS - LE REVARD;87741132;2;Tarif Avantage;17.5;66.0
TGV INOUI;ST PIERRE DES CORPS;87571240;NIMES PONT DU GARD;87703975;1;Tarif Normal;31.0;228.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;METZ VILLE;87192039;2;Tarif Avantage;14.3;62.0
TGV INOUI;MACON LOCHE TGV;87725705;ANNECY;87746008;1;Tarif Réglementé;48.3;48.3
TGV INOUI;CANNES;87757625;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Réglementé;202.7;202.7
TGV INOUI;AVIGNON CENTRE;87765008;BOURG EN BRESSE;87743005;2;Tarif Réglementé;52.5;66.8
TGV INOUI;AIX EN PROVENCE TGV;87319012;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;36.0;228.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;PONTARLIER;87715003;2;Tarif Avantage;14.3;62.0
TGV INOUI;MANTES LA JOLIE TGV;87514596;MARNE LA VALLEE CHESSY;87111849;1;Tarif Réglementé;48.3;48.3
TGV INOUI;MASSY PALAISEAU;87393579;ANNEMASSE;87745497;1;Tarif Réglementé;202.7;202.7
TGV INOUI;AVIGNON CENTRE;87765008;MACON VILLE;87725689;2;Tarif Réglementé;52.5;66.8
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;36.0;228.0
TGV INOUI;METZ VILLE;87192039;PARIS NORD;87271007;2;Tarif Avantage;14.3;62.0
TGV INOUI;MASSY TGV;87393702;YVETOT;87413385;1;Tarif Réglementé;48.3;48.3
TGV INOUI;MASSY PALAISEAU;87393579;EVIAN LES BAINS;87745679;1;Tarif Réglementé;202.7;202.7
TGV INOUI;NIMES;87775007;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Réglementé;66.8;66.8
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;NARBONNE;87781104;1;Tarif Normal;31.0;229.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;TOULON;87755009;2;Tarif Avantage;17.5;62.0
TGV INOUI;DIJON VILLE;87713040;PONTARLIER;87715003;1;Tarif Normal;14.3;49.0
TGV INOUI;MASSY TGV;87393702;THONON LES BAINS;87745646;1;Tarif Réglementé;202.7;202.7
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Avantage;14.3;67.0
TGV INOUI;GUINGAMP;87473207;ANNECY;87746008;1;Tarif Normal;36.0;229.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ECOLE VALENTIN;87710731;2;Tarif Avantage;23.5;62.0
TGV INOUI;AVIGNON TGV;87318964;BEZIERS;87781005;1;Tarif Avantage;15.5;49.0
TGV INOUI;STRASBOURG;87212027;NICE VILLE;87756056;1;Tarif Réglementé;202.7;202.7
TGV INOUI;COLMAR;87182014;LYON PERRACHE;87722025;2;Tarif Avantage;14.3;67.0
TGV INOUI;PERPIGNAN;87784009;DOUAI;87345009;1;Tarif Normal;36.0;229.0
TGV INOUI;AVIGNON TGV;87318964;MACON LOCHE TGV;87725705;2;Tarif Réglementé;49.3;62.7
TGV INOUI;BIARRITZ;87673400;BORDEAUX ST JEAN;87581009;1;Tarif Avantage;15.5;49.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;ST RAPHAEL VALESCURE;87757526;1;Tarif Avantage;21.5;203.0
TGV INOUI;DIJON VILLE;87713040;AVIGNON TGV;87318964;2;Tarif Avantage;14.3;67.0
TGV INOUI;LE MANS;87396002;AIX EN PROVENCE TGV;87319012;1;Tarif Normal;31.0;230.0
TGV INOUI;ANGERS ST LAUD;87484006;MARNE LA VALLEE CHESSY;87111849;2;Tarif Avantage;14.3;63.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;MENTON;87756486;1;Tarif Avantage;15.5;49.0
TGV INOUI;NICE VILLE;87756056;VERSAILLES CHANTIERS;87393009;1;Tarif Avantage;21.5;203.0
TGV INOUI;DOLE VILLE;87713412;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Avantage;14.3;67.0
TGV INOUI;ANGERS ST LAUD;87484006;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Normal;31.0;231.0
TGV INOUI;ANGERS ST LAUD;87484006;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Avantage;14.3;63.0
TGV INOUI;SABLE SUR SARTHE;87396408;ST NAZAIRE;87481705;1;Tarif Avantage;15.5;49.0
TGV INOUI;VERSAILLES CHANTIERS;87393009;ST RAPHAEL VALESCURE;87757526;1;Tarif Avantage;21.5;203.0
TGV INOUI;LUNEVILLE;87141150;PARIS EST;87113001;2;Tarif Avantage;14.3;67.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;PARIS NORD;87271007;1;Tarif Normal;31.0;231.0
TGV INOUI;DIJON VILLE;87713040;AVIGNON CENTRE;87765008;2;Tarif Avantage;14.3;63.0
TGV INOUI;CHALON SUR SAONE;87725002;ECOLE VALENTIN;87710731;1;Tarif Normal;16.0;49.0
TGV INOUI;LILLE FLANDRES;87286005;ANNECY;87746008;1;Tarif Normal;31.0;203.0
TGV INOUI;LUNEVILLE;87141150;PARIS NORD;87271007;2;Tarif Avantage;14.3;67.0
TGV INOUI;LAVAL;87478404;NIMES PONT DU GARD;87703975;1;Tarif Normal;36.0;231.0
TGV INOUI;MASSY TGV;87393702;ANCENIS;87481192;2;Tarif Avantage;14.3;63.0
TGV INOUI;AURAY;87476200;VITRE;87471508;1;Tarif Réglementé;49.3;49.3
TGV INOUI;STRASBOURG;87212027;TOURS;87571000;1;Tarif Normal;31.0;203.0
TGV INOUI;MACON LOCHE TGV;87725705;PARIS GARE DE LYON;87686006;2;Tarif Avantage;14.3;67.0
TGV INOUI;ST AVRE - LA CHAMBRE;87741306;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;232.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;CHALON SUR SAONE;87725002;2;Tarif Avantage;14.3;63.0
TGV INOUI;BORDEAUX ST JEAN;87581009;RUFFEC CHARENTE;87583849;1;Tarif Réglementé;49.3;49.3
TGV INOUI;LILLE EUROPE;87223263;MARSEILLE ST CHARLES;87751008;1;Tarif Réglementé;203.7;203.7
TGV INOUI;MACON LOCHE TGV;87725705;PARIS NORD;87271007;2;Tarif Avantage;14.3;67.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;AGDE;87781278;1;Tarif Normal;31.0;233.0
TGV INOUI;NANCY;87141002;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Avantage;14.3;63.0
TGV INOUI;BREST;87474007;LAMBALLE;87473108;1;Tarif Réglementé;49.3;49.3
TGV INOUI;LILLE FLANDRES;87286005;AIX EN PROVENCE TGV;87319012;1;Tarif Réglementé;203.7;203.7
TGV INOUI;MACON VILLE;87725689;PARIS GARE DE LYON;87686006;2;Tarif Avantage;14.3;67.0
TGV INOUI;BEZIERS;87781005;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;31.0;233.0
TGV INOUI;NIMES PONT DU GARD;87703975;CHALON SUR SAONE;87725002;2;Tarif Avantage;14.3;63.0
TGV INOUI;LE TEIL;87764472;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Réglementé;49.3;49.3
TGV INOUI;LILLE FLANDRES;87286005;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Réglementé;203.7;203.7
TGV INOUI;MACON VILLE;87725689;PONT-DE-RUNGIS-AEROPORT-D'ORLY;87546192;2;Tarif Avantage;14.3;67.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;BAYONNE;87673004;1;Tarif Normal;31.0;233.0
TGV INOUI;STRASBOURG;87212027;MACON VILLE;87725689;2;Tarif Avantage;14.3;63.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Réglementé;49.3;49.3
TGV INOUI;MARSEILLE ST CHARLES;87751008;ARRAS;87342014;1;Tarif Réglementé;203.7;203.7
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Avantage;14.3;67.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;31.0;233.0
TGV INOUI;MACON VILLE;87725689;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;15.5;63.0
TGV INOUI;BESANCON VIOTTE;87718007;MULHOUSE VILLE;87182063;1;Tarif Réglementé;50.3;50.3
TGV INOUI;NIMES;87775007;LILLE EUROPE;87223263;1;Tarif Réglementé;203.7;203.7
TGV INOUI;MONTBARD;87713131;MANTES LA JOLIE TGV;87514596;2;Tarif Normal;15.0;67.0
TGV INOUI;LAVAL;87478404;MARSEILLE BLANCARDE;87751081;1;Tarif Normal;32.0;233.0
TGV INOUI;CARCASSONNE;87615286;CHALON SUR SAONE;87725002;2;Tarif Avantage;17.5;63.0
TGV INOUI;BEZIERS;87781005;TOULOUSE MATABIAU;87611004;1;Tarif Réglementé;50.3;50.3
TGV INOUI;GRENOBLE;87747006;LILLE EUROPE;87223263;1;Tarif Normal;31.0;204.0
TGV INOUI;MONTBARD;87713131;MASSY TGV;87393702;2;Tarif Normal;15.0;67.0
TGV INOUI;ANNECY;87746008;QUIMPER;87474098;1;Tarif Normal;36.0;234.0
TGV INOUI;METZ VILLE;87192039;MACON LOCHE TGV;87725705;2;Tarif Avantage;17.5;63.0
TGV INOUI;BOURG EN BRESSE;87743005;THONON LES BAINS;87745646;1;Tarif Réglementé;50.3;50.3
TGV INOUI;ANTIBES;87757674;BEAUNE;87713545;1;Tarif Normal;31.0;205.0
TGV INOUI;MONTBARD;87713131;PARIS BERCY;87686667;2;Tarif Normal;15.5;67.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;EVIAN LES BAINS;87745679;1;Tarif Normal;31.0;236.0
TGV INOUI;BEZIERS;87781005;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Normal;20.5;63.0
TGV INOUI;GRENOBLE;87747006;LYON PART DIEU;87723197;1;Tarif Réglementé;50.3;50.3
TGV INOUI;CANNES;87757625;CHALON SUR SAONE;87725002;1;Tarif Normal;31.0;205.0
TGV INOUI;MONTBARD;87713131;PARIS GARE DE LYON;87686006;2;Tarif Normal;15.5;67.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;31.0;236.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;HYERES;87755629;2;Tarif Normal;20.5;63.0
TGV INOUI;METZ VILLE;87192039;MEUSE TGV;87147322;1;Tarif Réglementé;50.3;50.3
TGV INOUI;LYON PERRACHE;87722025;ARRAS;87342014;1;Tarif Normal;31.0;205.0
TGV INOUI;AVIGNON TGV;87318964;LAROCHE MIGENNES;87683268;2;Tarif Avantage;17.5;67.0
TGV INOUI;PARIS NORD;87271007;ALBERTVILLE;87741645;1;Tarif Normal;31.0;236.0
TGV INOUI;MORCENX;87673103;POITIERS;87575001;2;Tarif Normal;25.5;63.0
TGV INOUI;MULHOUSE VILLE;87182063;ECOLE VALENTIN;87710731;1;Tarif Réglementé;50.3;50.3
TGV INOUI;LYON PERRACHE;87722025;DOUAI;87345009;1;Tarif Normal;31.0;205.0
TGV INOUI;CULOZ;87741074;PARIS GARE DE LYON;87686006;2;Tarif Avantage;17.5;67.0
TGV INOUI;PARIS NORD;87271007;THONON LES BAINS;87745646;1;Tarif Normal;31.0;236.0
TGV INOUI;VALENCE VILLE;87761007;NARBONNE;87781104;2;Tarif Normal;25.5;63.0
TGV INOUI;QUIMPER;87474098;REDON;87471300;1;Tarif Réglementé;50.3;50.3
TGV INOUI;VANNES;87476606;MEUSE TGV;87147322;1;Tarif Normal;31.0;205.0
TGV INOUI;CULOZ;87741074;PARIS NORD;87271007;2;Tarif Avantage;17.5;67.0
TGV INOUI;ARRAS;87342014;TOULOUSE MATABIAU;87611004;1;Tarif Normal;36.0;236.0
TGV INOUI;LE MANS;87396002;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Réglementé;44.9;63.7
TGV INOUI;LES AUBRAIS;87543017;MARNE LA VALLEE CHESSY;87111849;1;Tarif Avantage;9.2;51.0
TGV INOUI;AGEN;87586008;DOUAI;87345009;1;Tarif Normal;36.0;205.0
TGV INOUI;LIMOGES BENEDICTINS;87592006;MARNE LA VALLEE CHESSY;87111849;2;Tarif Avantage;17.5;67.0
TGV INOUI;MODANE;87742007;PARIS NORD;87271007;1;Tarif Normal;31.0;237.0
TGV INOUI;HAZEBROUCK;87286302;PARIS NORD;87271007;2;Tarif Réglementé;47.0;63.7
TGV INOUI;ANGOULEME;87583005;POITIERS;87575001;1;Tarif Normal;14.3;51.0
TGV INOUI;ARRAS;87342014;BAYONNE;87673004;1;Tarif Normal;36.0;205.0
TGV INOUI;MACON VILLE;87725689;TOULON;87755009;2;Tarif Avantage;17.5;67.0
TGV INOUI;AVIGNON TGV;87318964;ARRAS;87342014;1;Tarif Normal;36.0;237.0
TGV INOUI;LYON PART DIEU;87723197;NIMES PONT DU GARD;87703975;2;Tarif Réglementé;48.1;63.7
TGV INOUI;LYON PART DIEU;87723197;BELLEGARDE GARE;87745000;1;Tarif Normal;15.0;51.0
TGV INOUI;BIARRITZ;87673400;DOUAI;87345009;1;Tarif Normal;36.0;205.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;ANNECY;87746008;2;Tarif Avantage;17.5;67.0
TGV INOUI;AVIGNON TGV;87318964;DOUAI;87345009;1;Tarif Normal;36.0;237.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;VIERZON VILLE;87576009;2;Tarif Réglementé;51.4;63.7
TGV INOUI;LYON PERRACHE;87722025;VALENCE VILLE;87761007;1;Tarif Normal;15.0;51.0
TGV INOUI;DAX;87673202;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;36.0;205.0
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;SAVENAY;87481838;2;Tarif Avantage;17.5;67.0
TGV INOUI;BREST;87474007;LA ROCHE SUR FORON;87746305;1;Tarif Normal;37.0;237.0
TGV INOUI;AVIGNON TGV;87318964;MENTON;87756486;2;Tarif Réglementé;52.5;63.7
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;VALENCE VILLE;87761007;1;Tarif Normal;15.0;51.0
TGV INOUI;DOUAI;87345009;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;36.0;205.0
TGV INOUI;AVIGNON TGV;87318964;BOURG EN BRESSE;87743005;2;Tarif Normal;20.5;67.0
TGV INOUI;CANNES;87757625;VERSAILLES CHANTIERS;87393009;1;Tarif Réglementé;237.1;237.1
TGV INOUI;BORDEAUX ST JEAN;87581009;ST PIERRE DES CORPS;87571240;2;Tarif Réglementé;56.6;63.7
TGV INOUI;BORDEAUX ST JEAN;87581009;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Avantage;15.5;51.0
TGV INOUI;LILLE EUROPE;87223263;LYON PART DIEU;87723197;1;Tarif Normal;36.0;205.0
TGV INOUI;AVIGNON CENTRE;87765008;ANTIBES;87757674;2;Tarif Normal;25.5;67.0
TGV INOUI;VERSAILLES CHANTIERS;87393009;ST RAPHAEL VALESCURE;87757526;1;Tarif Réglementé;237.1;237.1
TGV INOUI;LIMOGES BENEDICTINS;87592006;JUVISY;87545244;2;Tarif Réglementé;63.7;63.7
TGV INOUI;LA BAULE ESCOUBLAC;87481754;SABLE SUR SARTHE;87396408;1;Tarif Avantage;15.5;51.0
TGV INOUI;LILLE EUROPE;87223263;LYON PERRACHE;87722025;1;Tarif Normal;36.0;205.0
TGV INOUI;BIARRITZ;87673400;POITIERS;87575001;2;Tarif Réglementé;53.5;67.9
TGV INOUI;BORDEAUX ST JEAN;87581009;LANDRY;87741777;1;Tarif Réglementé;237.6;237.6
TGV INOUI;METZ VILLE;87192039;MACON LOCHE TGV;87725705;2;Tarif Réglementé;63.7;63.7
TGV INOUI;BORDEAUX ST JEAN;87581009;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Avantage;17.0;51.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;LILLE EUROPE;87223263;1;Tarif Normal;36.0;205.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;SAVERNE;87212225;2;Tarif Réglementé;53.5;67.9
TGV INOUI;STRASBOURG;87212027;LIBOURNE;87584052;1;Tarif Réglementé;237.6;237.6
TGV INOUI;MASSY TGV;87393702;VITRE;87471508;2;Tarif Avantage;10.5;64.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;ST RAPHAEL VALESCURE;87757526;1;Tarif Réglementé;51.4;51.4
TGV INOUI;COLMAR;87182014;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;29.5;206.0
TGV INOUI;FUTUROSCOPE;87324095;BAYONNE;87673004;2;Tarif Réglementé;67.9;67.9
TGV INOUI;MARSEILLE BLANCARDE;87751081;NANTES;87481002;1;Tarif Normal;36.0;240.0
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;CHATELLERAULT;87575142;2;Tarif Avantage;14.3;64.0
TGV INOUI;LA ROCHELLE VILLE;87485003;CHATELLERAULT;87575142;1;Tarif Réglementé;51.4;51.4
TGV INOUI;LILLE FLANDRES;87286005;ANGOULEME;87583005;1;Tarif Normal;31.0;206.0
TGV INOUI;VENDOME;87574558;LIBOURNE;87584052;2;Tarif Réglementé;67.9;67.9
TGV INOUI;MARSEILLE ST CHARLES;87751008;ARRAS;87342014;1;Tarif Normal;36.0;240.0
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;CHATELLERAULT;87575142;2;Tarif Avantage;14.3;64.0
TGV INOUI;LAVAL;87478404;LAMBALLE;87473108;1;Tarif Réglementé;51.4;51.4
TGV INOUI;ARRAS;87342014;SETE;87773200;1;Tarif Réglementé;206.7;206.7
TGV INOUI;BESANCON - F COMTE TGV;87300863;VERSAILLES CHANTIERS;87393009;2;Tarif Avantage;14.3;68.0
TGV INOUI;NANTES;87481002;NIMES PONT DU GARD;87703975;1;Tarif Normal;36.0;240.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;MEUSE TGV;87147322;2;Tarif Avantage;14.3;64.0
TGV INOUI;MODANE;87742007;BOURG EN BRESSE;87743005;1;Tarif Réglementé;51.4;51.4
TGV INOUI;MASSY PALAISEAU;87393579;PERPIGNAN;87784009;1;Tarif Réglementé;206.7;206.7
TGV INOUI;BESANCON VIOTTE;87718007;MASSY TGV;87393702;2;Tarif Avantage;14.3;68.0
TGV INOUI;ANGERS ST LAUD;87484006;AIX EN PROVENCE TGV;87319012;1;Tarif Normal;31.0;241.0
TGV INOUI;LE MANS;87396002;AURAY;87476200;2;Tarif Normal;20.5;64.0
TGV INOUI;PAU;87672006;BIGANOS FACTURE;87582478;1;Tarif Réglementé;51.4;51.4
TGV INOUI;TGV HAUTE PICARDIE;87313882;SETE;87773200;1;Tarif Réglementé;206.7;206.7
TGV INOUI;BESANCON VIOTTE;87718007;PARIS GARE DE LYON;87686006;2;Tarif Avantage;14.3;68.0
TGV INOUI;COLMAR;87182014;ANTIBES;87757674;1;Tarif Normal;31.0;242.0
TGV INOUI;ROUBAIX;87286732;PARIS GARE DE LYON;87686006;2;Tarif Réglementé;46.3;64.7
TGV INOUI;PARIS GARE DE LYON;87686006;ARRAS;87342014;1;Tarif Avantage;11.9;52.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;BELLEGARDE GARE;87745000;1;Tarif Normal;31.0;207.0
TGV INOUI;PERPIGNAN;87784009;CHALON SUR SAONE;87725002;2;Tarif Avantage;14.3;68.0
TGV INOUI;LANDRY;87741777;PARIS NORD;87271007;1;Tarif Normal;31.0;242.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;BESANCON - F COMTE TGV;87300863;2;Tarif Réglementé;50.3;64.7
TGV INOUI;PARIS NORD;87271007;ARRAS;87342014;1;Tarif Avantage;11.9;52.0
TGV INOUI;MASSY TGV;87393702;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Normal;31.0;207.0
TGV INOUI;LE MANS;87396002;MEUSE TGV;87147322;2;Tarif Avantage;17.5;68.0
TGV INOUI;MULHOUSE VILLE;87182063;ANTIBES;87757674;1;Tarif Normal;31.0;242.0
TGV INOUI;AVIGNON CENTRE;87765008;MACON LOCHE TGV;87725705;2;Tarif Réglementé;51.2;64.7
TGV INOUI;STRASBOURG;87212027;LORRAINE TGV;87142109;1;Tarif Avantage;11.9;52.0
TGV INOUI;MASSY TGV;87393702;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;31.0;207.0
TGV INOUI;SAUMUR;87487603;GRENOBLE;87747006;2;Tarif Avantage;17.5;68.0
TGV INOUI;STRASBOURG;87212027;ANTIBES;87757674;1;Tarif Normal;31.0;242.0
TGV INOUI;ANGOULEME;87583005;TARBES;87671008;2;Tarif Réglementé;51.4;64.7
TGV INOUI;STRASBOURG;87212027;THIONVILLE;87191007;1;Tarif Avantage;11.9;52.0
TGV INOUI;MASSY TGV;87393702;NIMES;87775007;1;Tarif Normal;31.0;207.0
TGV INOUI;AVIGNON CENTRE;87765008;MENTON;87756486;2;Tarif Normal;25.5;68.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;VANNES;87476606;1;Tarif Normal;36.0;242.0
TGV INOUI;ARLES;87753657;MACON LOCHE TGV;87725705;2;Tarif Réglementé;53.5;64.7
TGV INOUI;VALOGNES;87447284;LISIEUX;87444265;1;Tarif Normal;15.0;52.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;PARIS GARE DE LYON;87686006;1;Tarif Normal;31.0;207.0
TGV INOUI;ANNEMASSE;87745497;AVIGNON CENTRE;87765008;2;Tarif Normal;30.0;68.0
TGV INOUI;AURAY;87476200;ST MICHEL VALLOIRE;87742361;1;Tarif Normal;37.0;242.0
TGV INOUI;ANGERS ST LAUD;87484006;MORLAIX;87474338;2;Tarif Réglementé;64.7;64.7
TGV INOUI;MARSEILLE ST CHARLES;87751008;NICE VILLE;87756056;1;Tarif Avantage;15.5;52.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;31.0;207.0
TGV INOUI;CULOZ;87741074;MARSEILLE BLANCARDE;87751081;2;Tarif Normal;30.0;68.0
TGV INOUI;BOURG ST MAURICE;87741793;VANNES;87476606;1;Tarif Normal;37.0;242.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;LYON PART DIEU;87723197;2;Tarif Réglementé;64.7;64.7
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;TGV HAUTE PICARDIE;87313882;1;Tarif Réglementé;52.5;52.5
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;MASSY PALAISEAU;87393579;1;Tarif Normal;31.0;207.0
TGV INOUI;LILLE EUROPE;87223263;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Réglementé;48.1;68.9
TGV INOUI;CLUSES  74;87746370;AURAY;87476200;1;Tarif Normal;37.0;242.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;LYON PERRACHE;87722025;2;Tarif Réglementé;64.7;64.7
TGV INOUI;LYON PERRACHE;87722025;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Réglementé;52.5;52.5
TGV INOUI;NIMES;87775007;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;31.0;207.0
TGV INOUI;LILLE EUROPE;87223263;MARNE LA VALLEE CHESSY;87111849;2;Tarif Réglementé;48.1;68.9
TGV INOUI;CLUSES  74;87746370;REDON;87471300;1;Tarif Normal;37.0;242.0
